c-value	ngram	nc-value
115.3956043956044	процесс_s в_pr	92.41399101467361
114.3048780487805	возможность_s для_pr	91.50599779531771
113.23684210526315	продукция_s в_pr	90.65996701340693
112.8532110091743	рф_s от_pr	90.29766861083515
111.85714285714286	гражданин_s в_pr	89.55686952410502
111.29629629629628	интерес_s к_pr	89.10448972087195
110.96825396825398	контроль_s над_pr	88.84271776763245
110.01149425287356	общество_s в_pr	88.13278625967811
108.94117647058823	средство_s в_pr	87.23565914109982
108.32432432432432	хозяйство_s в_pr	86.74672804979973
107.4159292035398	экономика_s в_pr	86.03136783278737
106.3125	вклад_s в_pr	85.10500051711657
105.75652173913043	ресурс_s в_pr	84.69682976073241
104.40487804878047	исследование_s в_pr	83.6048001533692
103.20809248554913	развитие_s в_pr	82.65707280941356
103.12403100775194	основа_s для_pr	82.537305269538
99.8169014084507	доход_s от_pr	79.90870780583803
99.28082191780823	ситуация_s в_pr	79.52251667169617
98.70833333333331	выход_s из_pr	79.02778984383079
96.94805194805195	деятельность_s по_pr	77.63309250476487
96.76969696969697	функция_s в_pr	77.50128865446273
95.96226415094341	сша_s в_pr	76.84042875792507
95.3728813559322	указание_s на_pr	76.35707021040508
95.3181818181818	учение_s о_pr	76.30418864412037
95.19266055045871	работа_s в_pr	76.24311385768004
94.7105263157895	соглашение_s о_pr	75.81419621035215
93.58100558659218	наличие_s в_pr	74.93287769297838
92.5846153846154	взгляд_s на_pr	74.13605511666947
92.5	конфликт_s между_pr	74.04618885096701
91.94186046511628	соответствие_s со_pr	73.5644926124488
90.71875	слово_s с_pr	72.62861464474092
90.7261146496815	стремление_s к_pr	72.62101996465161
90.62671232876713	значение_s в_pr	72.60346935623949
90.29078014184395	положение_s в_pr	72.31776218359617
90.1896551724138	население_s в_pr	72.23696563136366
88.3939393939394	разрешение_s на_pr	70.75197021408627
87.8	расчет_s на_pr	70.26031233840106
86.76422764227642	обращение_s к_pr	69.46760302601476
86.21686746987952	позиция_s в_pr	69.06386526559231
85.77600000000001	знание_s о_pr	68.67993744958115
84.2	противоречие_s между_pr	67.4113393318854
83.68656716417911	организация_s в_pr	67.04051446151188
82.61616161616162	агентство_s по_pr	66.1059399455304
81.13333333333334	введение_s в_pr	64.96133622918607
80.27906976744184	взаимодействие_s с_pr	64.27682908936976
80.22619047619048	вопрос_s об_pr	64.21986023078175
79.56790123456791	способность_s к_pr	63.69629016750747
79.43283582089552	надзор_s за_pr	63.58323214828742
78.8962962962963	решение_s в_pr	63.20064444214616
78.5	служба_s в_pr	62.84968455889958
78.44117647058823	инвестиция_s в_pr	62.81427120025795
78.42056074766356	использование_s в_pr	62.79968161085192
76.47422680412372	ограничение_s на_pr	61.2153727557408
75.1980198019802	человек_s с_pr	60.21434716850525
74.64285714285714	государство_s на_pr	59.78678545572743
74.54237288135593	лицо_s без_pr	59.6478604521527
73.63013698630138	вмешательство_s в_pr	58.96171637361035
73.3157894736842	отражение_s в_pr	58.69677264834441
73.18181818181819	договор_s о_pr	58.58498293515359
72.81553398058253	лицо_s в_pr	58.327388400724175
72.50980392156862	регулирование_s в_pr	58.06195421389157
72.44642857142857	земля_s в_pr	58.01958985269565
72.39285714285714	мероприятие_s по_pr	57.95242823160912
71.59574468085106	надзор_s в_pr	57.29413633833065
71.45555555555555	проблема_s в_pr	57.24844485813769
71.26605504587154	направление_s в_pr	57.07129889242171
71.25833333333334	информация_s в_pr	57.064625090495404
71.0632911392405	разница_s между_pr	56.8889409060144
69.98947368421052	наука_s в_pr	56.06352020292743
69.85185185185185	средство_s на_pr	55.91815538777996
69.07407407407408	комиссия_s по_pr	55.28333620620311
68.65853658536585	человек_s на_pr	54.98087829094239
68.03571428571429	человек_s к_pr	54.4877295628149
67.96666666666667	сотрудничество_s в_pr	54.41883959044369
67.65217391304348	договор_s в_pr	54.188757436360945
67.41	действие_s в_pr	54.034836280897714
67.48019801980197	дело_s с_pr	54.01237229525
67.3804347826087	идея_s о_pr	53.93256170549538
66.91666666666667	цена_s в_pr	53.615037749508744
66.9375	федерация_s по_pr	53.56967111386907
66.48	женщина_s в_pr	53.235173854586826
66.3125	средство_s для_pr	53.096044058330754
66.23015873015873	вопрос_s для_pr	53.00557697895582
65.77272727272727	представление_s об_pr	52.656117488881996
65.57777777777778	отказ_s в_pr	52.49240114455132
65.5	контакт_s с_pr	52.44589926569449
65.5	дело_s о_pr	52.416464991209025
65.2542372881356	федерация_s от_pr	52.20860236541385
64.68181818181819	прогресс_s в_pr	51.79273968352467
63.78873239436621	предприятие_s в_pr	51.11755122731425
63.66	ориентация_s на_pr	50.97770524356189
63.385964912280706	включение_s в_pr	50.76511694999211
62.77647058823529	запрет_s на_pr	50.26074622961192
62.6036036036036	ссылка_s на_pr	50.116143819898085
62.40816326530612	мир_s в_pr	50.01332345535174
