c-value	ngram	nc-value
68.47191011235954	включаться_v в_pr	54.849361303403086
68.42307692307692	вступить_v в_pr	54.780647016534864
68.09574468085107	возникать_v в_pr	54.544891934472375
68.01694915254237	включить_partcp в_pr	54.46589577063203
65.4861111111111	прийти_v к_pr	52.44004632957903
62.23684210526316	войти_v в_pr	49.83853191569867
61.564516129032256	обращаться_v к_pr	49.312432457503306
61.5	заложить_partcp в_pr	49.25877785765636
60.59090909090909	существовать_partcp в_pr	48.52417227632181
59.60683760683761	совпадать_v с_pr	47.73389567856858
59.33333333333334	сложиться_partcp в_pr	47.51359693266236
59.27586206896552	влечь_v за_pr	47.45864795855129
59.16666666666666	содержаться_v в_pr	47.37658279415288
59.13580246913581	возникать_partcp в_pr	47.35223651161347
58.532467532467535	иметься_partcp в_pr	46.86726805904377
57.33333333333334	включать_partcp в_pr	45.90128924035467
56.71621621621622	попадать_v в_pr	45.42223249849418
56.27131782945737	лежать_v в_pr	45.05760063308423
55.62406015037594	иметь_v в_pr	44.56645157105561
55.112903225806456	распространяться_v на_pr	44.142026390853644
54.98461538461538	претендовать_v на_pr	44.03166067577283
54.698630136986296	говорить_v об_pr	43.8067833331692
54.22727272727273	видеть_v в_pr	43.446548591595324
53.82142857142857	опираться_partcp на_pr	43.10070863715723
53.7421875	служить_v для_pr	43.03944374550684
53.39344262295082	воздействовать_v на_pr	42.76637163969782
52.67934782608695	говорить_partcp на_pr	42.18244303441378
52.24242424242424	возложить_partcp на_pr	41.82560006971222
52.055555555555564	отнести_partcp к_pr	41.68927550123813
51.8918918918919	приходить_v к_pr	41.54830862494415
51.37313432835821	происходить_partcp в_pr	41.133532624440704
51.2972972972973	ссылаться_v на_pr	41.09437270484
50.92857142857143	настаивать_v на_pr	40.78642292287152
50.0	повлиять_v на_pr	40.04097771387491
49.53333333333333	находиться_v на_pr	39.67434459621376
49.358974358974365	действовать_partcp в_pr	39.53019889767554
49.32258064516129	осуществляться_v на_pr	39.50157278356254
49.33333333333334	принимать_v во_pr	39.49047687514978
49.26666666666666	принадлежать_partcp к_pr	39.46811406661873
48.96969696969697	строиться_v на_pr	39.22573600853975
48.75581395348837	встречаться_v в_pr	39.05934562720479
48.46666666666667	идти_v на_pr	38.819285885454114
48.06060606060606	лежать_partcp в_pr	38.48264732152583
47.470588235294116	оказаться_v в_pr	38.02541379456168
46.5625	действовать_v в_pr	37.31096333572969
46.32786885245902	зависеть_partcp от_pr	37.093840732578286
45.65573770491803	оставаться_v в_pr	36.577760544955275
45.625	опубликовать_partcp в_pr	36.539654924514736
45.57352941176471	возникнуть_partcp в_pr	36.49551655601134
44.82456140350878	жить_v в_pr	35.93835508973729
44.79365079365079	связываться_v с_pr	35.88823479739368
44.75	нацелить_partcp на_pr	35.84278936017254
44.72649572649572	принадлежать_v к_pr	35.834395718507864
44.67647058823529	перейти_v к_pr	35.78612255254367
44.58139534883721	отказываться_v от_pr	35.71641750121211
44.55737704918032	развиваться_v в_pr	35.70022227198264
44.425	построить_partcp на_pr	35.58204169662113
44.109375	выходить_v за_pr	35.323445363048165
43.898089171974526	восходить_v к_pr	35.16968629085065
43.722772277227726	рассматриваться_v в_pr	35.03138820280303
